sampleLabelId,sample_date,assumed,substances,url,city,state
808842,"February 14, 2025",mephedrone; 4-MMC,"['3,4-MDMA']",https://results.streetsafe.supply/sample/808842,Seattle,WASHINGTON
808590,"February 14, 2025",modafinil,['modafinil'],https://results.streetsafe.supply/sample/808590,Seattle,WASHINGTON
808588,"February 14, 2025",crack,['cocaine'],https://results.streetsafe.supply/sample/808588,Seattle,WASHINGTON
808796,"February 14, 2025",ketamine,['ketamine'],https://results.streetsafe.supply/sample/808796,Seattle,WASHINGTON
808831,"February 14, 2025",amphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/808831,Seattle,WASHINGTON
809252,"February 3, 2025",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/809252,Denver,COLORADO
808833,"February 14, 2025",amphetamine,['caffeine'],https://results.streetsafe.supply/sample/808833,Seattle,WASHINGTON
808836,"February 9, 2025",amphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/808836,Seattle,WASHINGTON
808316,"February 17, 2025",fentanyl,"['niacinamide', 'diphenhydramine', 'lidocaine', 'xylazine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/808316,Grand Rapids,MICHIGAN
809047,"February 10, 2025",fentanyl; xylazine,"['lidocaine', '4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/809047,Norwich,NEW YORK
808860,"February 11, 2025",fentanyl,"['procaine', 'fentanyl', 'quinine']",https://results.streetsafe.supply/sample/808860,Fulton County,NEW YORK
809942,"February 12, 2025",fentanyl,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/809942,King County,WASHINGTON
808795,"February 16, 2025",cocaine,['cocaine'],https://results.streetsafe.supply/sample/808795,Seattle,WASHINGTON
808261,"February 12, 2025",benzodiazepine,['AB-MDMSBA'],https://results.streetsafe.supply/sample/808261,Cadillac,MICHIGAN
809030,"February 10, 2025",,"['4-ANPP', 'fentanyl']",https://results.streetsafe.supply/sample/809030,Cortland,NEW YORK
808835,"February 14, 2025",MDMA,"['3,4-MDMA']",https://results.streetsafe.supply/sample/808835,Seattle,WASHINGTON
808839,"February 14, 2025",2C-B,['2C-B'],https://results.streetsafe.supply/sample/808839,Seattle,WASHINGTON
807652,"January 17, 2025",fentanyl,"['N-desethyl etonitazene', 'fentanyl', 'p-fluorofentanyl', '4-ANPP']",https://results.streetsafe.supply/sample/807652,Montgomery,OHIO
808174,"February 11, 2025",methamphetamine,['methamphetamine'],https://results.streetsafe.supply/sample/808174,Johnson City,NEW YORK
806596,"February 18, 2025",4-MMC,['4-Methylmethcathinone'],https://results.streetsafe.supply/sample/806596,San Francisco,CALIFORNIA
603065,"January 22, 2025",fentanyl,['fentanyl'],https://results.streetsafe.supply/sample/603065,Sanford,MAINE
806141,"February 13, 2025",3-MMC,['3-methylmethcathinone'],https://results.streetsafe.supply/sample/806141,San Francisco,CALIFORNIA
806316,"February 14, 2025",paroxetine,['paroxetine'],https://results.streetsafe.supply/sample/806316,San Francisco,CALIFORNIA
